,AllWait1mean,AllQueue1Mean,AllWait2mean,AllQueue2Mean,AllWait4mean,AllQueue4Mean,AllServerMean,AllServerMax
0,9.716480799611192,49.45363461809207,8.525955321502463,49.77656316570902,17.23291632018664,49.67051863246814,202.012578818736,310.0
